source	target	kind	discovery	blame_date	file_created	evidence
219	132	context	at-creation	2026-09-01	2026-09-01	bytes), over M-132's 5% bound, with riscv64 and x86_64 at 4.7% and 4.6% behind it. One cause
168	324	context	later	2026-09-19	2026-08-24	`job-mix: tasks=` prefix; `crates/board_console` has no recogniser for this run (M-324).
168	493	prerequisite	later	2026-09-20	2026-08-24	`design/roadmap/493-a-disk-file-job-mix-needs-a-disk-radon-can-drive.md`.
219	473	context	later	2026-09-20	2026-09-01	  This refusal is M-473 (design/roadmap/473-a-soak-leg-in-script-test.md), which carries it
168	433	context	later	2026-09-19	2026-08-24	on 2026-09-19, because another session had promoted them hours earlier under M-433's drain
168	435	context	later	2026-09-19	2026-08-24	  [S-191](../decisions/191-job-mix-repeats-and-what-the-line-reports.md), from M-435's sweep
220	159	context	later	2026-09-04	2026-09-01	**Status: BUILT 2026-09-04.** Minted 2026-09-01 by the maintainer, from M-159's (a real hardware
168	227	context	later	2026-09-19	2026-08-24	- **The HVF cross-check has no machine until M-227.**
220	218	prerequisite	later	2026-09-04	2026-09-01	lane's report of why**, the shape M-218 (every boot of the VisionFive 2 needs a human
220	159	context	later	2026-09-04	2026-09-01	board, and the shape M-159 chose for the same reason on its own first two passes. The
168	134	context	later	2026-09-04	2026-08-24	  every task is a process with an address space, where M-134's E1 reached 96 kernel threads.
220	159	context	at-creation	2026-09-01	2026-09-01	outcome of M-159's first bench boot is not a driver bug: it is a register window that reads
168	493	prerequisite	later	2026-09-20	2026-08-24	  M-493 (a disk-file job mix needs a disk), `design/roadmap/493-a-disk-file-job-mix-needs-a-disk-radon-can-drive.md`.
220	159	context	at-creation	2026-09-01	2026-09-01	- **Anything else**: the device answered and the sequence is wrong. That is M-159's.
168	464	context	later	2026-09-20	2026-08-24	  M-464 (design/roadmap/464-a-committed-baseline-for-the-multitasking-sweep.md), which
168	25	context	later	2026-09-14	2026-08-24	M-25's cross-OS comparison too.
220	159	context	later	2026-09-04	2026-09-01	M-159's own table routes here rather than to a defect in that driver.
169	181	context	later	2026-08-27	2026-08-25	[M-181](181-persistent-foreign-component.md), raised separately). **Named `rmle`, not
169	181	context	later	2026-08-27	2026-08-25	`kilo.c` port through M-181's extended seam exists; see `rmle.rs`'s own module doc for the
220	376	context	UNKNOWN	137	2026-09-01	  `design/roadmap/376-nothing-turns-a-device-back-off.md`.
220	159	context	later	2026-09-04	2026-09-01	  `READY` while holding zeros, which was M-159's defect and not this one. Fixed on
220	368	context	UNKNOWN	156	2026-09-01	  `design/roadmap/368-a-flat-entry-set-counts-bytes-no-syscall-fetches.md`, which owns the
169	181	context	later	2026-09-14	2026-08-25	support an interactive event loop; that gap is M-181); the raw-keystroke primitive itself
170	169	context	at-creation	2026-08-25	2026-08-25	# 170. `nano`: a real, full-featured screen editor on the primitive M-169 builds
220	474	context	later	2026-09-20	2026-09-01	  This refusal is M-474 (design/roadmap/474-a-general-jh7110-clock-driver.md), which carries
170	169	context	at-creation	2026-08-25	2026-08-25	**Status: NOT-STARTED.** Minted 2026-08-25, alongside [M-169](169-kilo-editor.md), from the
220	159	context	later	2026-09-04	2026-09-01	- **Recorded.** The crate name `jh7110_crg` is provisional and unratified, as M-159's
170	169	prerequisite	at-creation	2026-08-25	2026-08-25	**Gate: NONE.** Sequenced behind M-169 in practice, not by a hard gate: nano needs the
170	169	context	at-creation	2026-08-25	2026-08-25	- **The same raw-terminal input and ANSI-passthrough output M-169 builds**, at a larger
170	169	context	at-creation	2026-08-25	2026-08-25	  program holds for its target directory, not a new mechanism, just more of M-169's file work.
170	164	context	at-creation	2026-08-25	2026-08-25	  the feature and note the gap, the same way M-164 named the `aes`/SSE gap rather than
170	164	context	at-creation	2026-08-25	2026-08-25	is recorded as a `BUGS`-section limitation the way M-164 recorded `fs_server`'s x86_64 gap.
170	169	followon	at-creation	2026-08-25	2026-08-25	Left for whoever picks this up, once M-169's primitive exists to build against.
170	169	prerequisite	later	2026-09-14	2026-08-25	Sequenced as M-169's follow-on rather than run in parallel: nano needs the identical
171	169	context	at-creation	2026-08-25	2026-08-25	**Gate: NONE.** Software-only. Informed by [M-169](169-kilo-editor.md) (`kilo`, the first
221	219	context	at-creation	2026-09-02	2026-09-02	conclude otherwise, in the same way M-219's own output refuses to let a green soak be quoted
221	219	context	at-creation	2026-09-02	2026-09-02	**A soak build is already not a production build** (M-219 measured the fastpath at about
171	174	context	at-creation	2026-08-25	2026-08-25	[M-174](174-nife-thin-dev-client.md)'s remote-build work once that exists).
221	219	context	at-creation	2026-09-02	2026-09-02	M-219 already had.
171	169	prerequisite	at-creation	2026-08-25	2026-08-25	  every C port on nife needs (`files.c`-shaped work, matching how M-169's own scoping section
171	169	context	at-creation	2026-08-25	2026-08-25	- Nothing from M-169's raw-terminal-input primitive: git's core commands are not a screen
171	174	context	at-creation	2026-08-25	2026-08-25	host," which is the load-bearing precondition for [M-174](174-nife-thin-dev-client.md)'s
171	173	context	at-creation	2026-08-25	2026-08-25	([M-173](173-rustc-cargo-self-host.md)).
221	219	context	at-creation	2026-09-02	2026-09-02	  argon or xenon, and that is M-219's other proposed follow-on rather than this one.
171	172	context	at-creation	2026-08-25	2026-08-25	([M-172](172-capability-native-subprocess.md), 173) are attempted.
171	174	followon	at-creation	2026-08-25	2026-08-25	are folded into this milestone or left for whoever builds M-174's remote-development
221	219	context	at-creation	2026-09-03	2026-09-02	- **Recorded.** A soak build is not a production build, and this widens the gap M-219
172	173	context	at-creation	2026-08-25	2026-08-25	what `rustc`/`cargo` (see [M-173](173-rustc-cargo-self-host.md)) actually need found that
222	208	context	at-creation	2026-09-02	2026-09-02	**Status: BUILT 2026-09-02.** Minted 2026-09-02 by the maintainer, from M-208's (the x86_64
172	22	context	later	2026-09-14	2026-08-25	`crates/supervision_protocol`'s `build_child` (M-22 phase B.2, "the supervision tree: the
172	173	context	at-creation	2026-08-25	2026-08-25	Directly: unblocks [M-173](173-rustc-cargo-self-host.md) (`cargo` cannot spawn `rustc`, and
172	170	context	at-creation	2026-08-25	2026-08-25	skippable spell-check/`execute command` feature ([M-170](170-nano-editor.md)) would need if
172	171	context	at-creation	2026-08-25	2026-08-25	([M-171](171-git-core-userspace.md)) would need if those are ever brought in scope.
222	81	context	at-creation	2026-09-02	2026-09-02	`script/gates` has carried four `hvf_missing` conditions since M-81 (an HVF leg: the test suite on
173	172	context	at-creation	2026-08-25	2026-08-25	[M-172](172-capability-native-subprocess.md) exists to close.
173	172	context	at-creation	2026-08-25	2026-08-25	Whether [M-172](172-capability-native-subprocess.md)'s primitive, once built, is sufficient
173	172	context	at-creation	2026-08-25	2026-08-25	timeline, which this block deliberately does not estimate given how little of M-172 exists
222	475	context	later	2026-09-20	2026-09-02	  This refusal is M-475 (design/roadmap/475-the-accelerator-probe-on-kvm-and-whpx.md), which
174	173	context	at-creation	2026-08-25	2026-08-25	nearer-term alternative to [M-173](173-rustc-cargo-self-host.md)'s full local self-hosting.
223	218	prerequisite	later	2026-09-19	2026-09-02	maintainer, from the lane for M-218 (every boot of the VisionFive 2 needs a human typing
174	172	context	at-creation	2026-08-25	2026-08-25	[M-172](172-capability-native-subprocess.md)'s new primitive or an LLVM port.
223	217	context	later	2026-09-19	2026-09-02	four commands into U-Boot), which named it while closing M-217 (the card carries a kernel and an
174	173	context	at-creation	2026-08-25	2026-08-25	M-173's: a network client and a remote-build protocol, no
223	104	context	later	2026-09-19	2026-09-02	measurement table the progenitor loads everything else against (M-104 (the measurement continues past
174	66	context	at-creation	2026-08-25	2026-08-25	  ([M-66](66-vaultwarden.md) names this exact gap for an unrelated program, "TLS: none.
223	104	context	later	2026-09-19	2026-09-02	It checks M-104's half too, and reports it separately: an archive whose own measurement table
174	173	context	at-creation	2026-08-25	2026-08-25	does not compete with [M-173](173-rustc-cargo-self-host.md) for sequencing: nothing here
174	171	context	at-creation	2026-08-25	2026-08-25	can proceed independently once M-171 exists.
174	171	context	at-creation	2026-08-25	2026-08-25	(`clone`/`fetch`/`push`, explicitly left open by [M-171](171-git-core-userspace.md)) share a
175	23	context	at-creation	2026-08-25	2026-08-25	on M-23 forcing it, and 23's residual piece was declined for want of a customer rather than
223	441	context	later	2026-09-19	2026-09-02	  that is already rung one: M-441 (the program that makes the stick) made it a build failure,
175	39	context	at-creation	2026-08-25	2026-08-25	## What "components" and "fixtures" means, per M-39's own naming argument
175	39	context	at-creation	2026-08-25	2026-08-25	**This milestone does not pre-classify all 65 programs**, deliberately: M-39 named
223	218	context	at-creation	2026-09-02	2026-09-02	  card can be wrong, and M-218 has just changed which of those a card should carry.
175	39	context	at-creation	2026-08-25	2026-08-25	Whoever builds this should check whether M-39's two-way split still fits the tree or whether
224	221	context	later	2026-09-05	2026-09-02	Originally NOT-STARTED. Minted 2026-09-02 by the maintainer, from M-221's (the soak never
224	421	context	UNKNOWN	19	2026-09-02	from M-421's. calef answered on 2026-09-04 with all four options in front of him and chose
224	435	context	UNKNOWN	20	2026-09-02	manual power; the gate paragraph went on saying the question was unresolved until M-435's
175	39	context	at-creation	2026-08-25	2026-08-25	- Re-checking `crates/` against M-39's own three-audience split (kernel proof crates, wire
224	221	context	at-creation	2026-09-02	2026-09-02	**sustained** runs, and after M-221 there are two experiments to sustain rather than one. A
175	39	context	later	2026-09-18	2026-08-25	fixture list (`design/naming.md`, M-39's illustrative list, and this block's own) by
175	266	context	later	2026-09-13	2026-08-25	  other way. But its own header now says what it is, in the sentence M-266 left behind:
175	23	context	later	2026-09-13	2026-08-25	  the client that does not notice (`chatty`) are fixtures. `components/`, and M-23's demo is
175	36	context	later	2026-09-13	2026-08-25	lines of link argument and `fixtures/build.rs` keeps M-36's clang resolution.
224	257	context	later	2026-09-05	2026-09-02	of him. What changed the calculus that evening is that **M-257 removed the larger tax**: the
175	281	context	later	2026-09-19	2026-08-25	  and nine, because M-281 cut `watch` and `doc` was ratified as `mdr`. It was not taken
175	433	context	later	2026-09-19	2026-08-25	  M-433's drain of the pile.
225	53	prerequisite	at-creation	2026-09-02	2026-09-02	**Gate: HARDWARE.** In M-53's sense: the boards are on the desk and this needs hands on
225	219	context	at-creation	2026-09-02	2026-09-02	- **A workload that lasts** (M-219), with a heartbeat on the wall clock so a crawling machine
175	266	context	later	2026-09-13	2026-08-25	  one table cell in `design/roadmap/266-init-is-an-action-and-the-thing-is-a-process.md` naming
225	221	context	at-creation	2026-09-02	2026-09-02	- **A hook that makes it cross cores** (M-221), on the real `irq_notify` to `wake_load_aware`
175	39	context	later	2026-09-13	2026-08-25	  mechanical commit M-39 asked for. `script/lint`'s consumer counter still guards the case
225	216	context	at-creation	2026-09-02	2026-09-02	- **A console that watches and judges** (M-216), with a sustained mode and a stage that
175	465	context	later	2026-09-20	2026-08-25	  M-465 (design/roadmap/465-net-transport-and-socket-test-client-as-crates.md), which
225	218	prerequisite	at-creation	2026-09-02	2026-09-02	- **A boot that needs nobody typing** (M-218), unconfirmed on the board itself.
225	219	context	at-creation	2026-09-02	2026-09-02	rather than frozen. Eight hours of a non-crossing soak is eight hours of M-219's experiment
175	39	context	at-creation	2026-08-25	2026-08-25	M-39's own S-10/S-46 packaging observations (the manifest and measured-boot hash are already
225	219	context	at-creation	2026-09-02	2026-09-02	**A clean run licenses one sentence**, which M-219's tooling prints on every green result:
175	39	prerequisite	at-creation	2026-08-25	2026-08-25	Indirectly: it is evidence for re-reading M-39's bigger recommendation (repo split, gated on
175	23	context	at-creation	2026-08-25	2026-08-25	M-23) against current numbers, which its own text asks for, without executing that
225	219	context	at-creation	2026-09-02	2026-09-02	- **No duration is prescribed**, because nobody knows what would be persuasive, and M-219's
175	39	context	at-creation	2026-08-25	2026-08-25	Whether nife ever splits into multiple repositories (M-39's own question, still correctly
225	224	prerequisite	at-creation	2026-09-02	2026-09-02	- **A hung board needs a person**, since nothing can power-cycle radon remotely (M-224) and
225	221	context	at-creation	2026-09-02	2026-09-02	- **The crossing count varies by more than 2x between identical runs**, recorded in M-221's
225	127	context	at-creation	2026-09-02	2026-09-02	- **argon has never booted nife at all**, so its soak sits behind M-127 (the seL4 machine)
176	161	context	at-creation	2026-08-25	2026-08-25	**Status: BUILT.** Minted 2026-08-25, from M-161's own item 0, "the wide half is
226	127	context	at-creation	2026-09-03	2026-09-02	**Status: BUILT 2026-09-03.** Minted 2026-09-02 by the maintainer, from M-127's EL2 entry
176	161	context	at-creation	2026-08-25	2026-08-25	- **The interrupt controller (IO APIC) is built**, M-161's own item 2, reached directly by
176	165	context	at-creation	2026-08-25	2026-08-25	- **PCI is wired**, and has been since M-165's ACPI/MCFG work: `kernel/src/main.rs`
226	38	context	at-creation	2026-09-03	2026-09-02	still killed at the bound. So is the M-38 property beside it: a fast child in a pipeline
176	165	context	at-creation	2026-08-25	2026-08-25	since M-165 and the interrupt controller since M-161 item 2, neither is `None`
226	235	context	at-creation	2026-09-03	2026-09-02	itself the case the message warns about, since the other QEMU was M-235's lane mid-gate with
226	476	context	later	2026-09-20	2026-09-02	  This refusal is M-476 (design/roadmap/476-the-qemu-bounded-self-test-in-a-gate.md), which
226	38	context	UNKNOWN	156	2026-09-02	on the old script, none on the new. The early-reader property and M-38's fast-child
227	222	context	later	2026-09-19	2026-09-02	**Status: BUILT 2026-09-19.** Minted 2026-09-02 by the maintainer, from M-222's (the one
227	222	context	later	2026-09-19	2026-09-02	**In brief.** `kernel/src/drivers/gic.rs` spoke GICv2 only, and M-222 measured what happened
227	317	context	later	2026-09-19	2026-09-02	where M-317 recorded 3 of 5 with no ticks, the whole aarch64 suite passes under TCG, and the
227	222	context	later	2026-09-19	2026-09-02	| HVF, `gic-version=3`, physical core | not applicable (boot-check is TCG) | `script/test --hvf`: 322 passed, 3 skipped, scanout and inbound checks green, on ...
227	74	context	later	2026-09-19	2026-09-02	  `arch::timer::set_cycle_counter_grant`'s BUGS carries the measurement for M-74.
227	168	context	later	2026-09-19	2026-09-02	result; HVF timings are not recorded as numbers here). **`script/job-mix --hvf`** is M-168's
227	168	context	later	2026-09-19	2026-09-02	true: fatal risk 4's decisive experiment is M-168's job mix, whose HVF cross-check on real
227	74	context	later	2026-09-19	2026-09-02	Apple cores could not run without this, and M-74's cycle-counter lane could not test under
227	514	context	later	2026-09-20	2026-09-02	- **M-514.** M-514 (the HVF leg's std listener test hangs), `design/roadmap/514-the-hvf-std-listener-hangs-in-some-full-runs.md`: the ...
227	317	context	later	2026-09-19	2026-09-02	- **Recorded.** The ITS, in `drivers/gicv3.rs`'s BUGS; M-317 owns why it matters.
228	127	context	at-creation	2026-09-02	2026-09-02	**radon** stay unknown until somebody reads them at a bench, and that is M-127's list.
228	227	context	at-creation	2026-09-02	2026-09-02	  notice, which is the same shape as the GICv2 assumption M-227 (a GICv3 driver, because
228	127	context	at-creation	2026-09-02	2026-09-02	  belongs on M-127's bench list beside its existing `PMCCNTR_EL0` item. `xenon` is the new
228	127	context	at-creation	2026-09-03	2026-09-02	  M-127's bench list beside its existing `PMCCNTR_EL0` item. Radon and xenon want the same
229	228	context	at-creation	2026-09-02	2026-09-02	a fact rather than an assumption by M-228 (the cycle counters are closed by assumption), and
229	221	context	at-creation	2026-09-02	2026-09-02	**`script/fastpath-footprint` has a 5% bound and it fired on a lane today** (M-221's soak
229	147	context	at-creation	2026-09-02	2026-09-02	**It is not M-147** (a profiler that holds exactly the counters it was granted). This says
229	147	context	at-creation	2026-09-02	2026-09-02	`sched_control_cap`**. seL4 could not see that corner coming. This tree can: M-147 (a
229	74	prerequisite	at-creation	2026-09-02	2026-09-02	has no consumer: M-74's aarch64 half is the first and does not exist. Whoever needs it
229	228	context	at-creation	2026-09-02	2026-09-02	  M-228's write. The grant is `CR` (bit 2) alone: `EN` would open every PMU register and
229	156	context	at-creation	2026-09-02	2026-09-02	every syscall fetches. Extracting it `#[inline(never)]` the way M-156 extracted the other
229	228	context	at-creation	2026-09-02	2026-09-02	  either way, which is the same blindness M-228 recorded, so a green run says little. The
229	74	context	at-creation	2026-09-02	2026-09-02	  the question of what the surface should be, which is M-74's or 147's to answer.
230	192	context	at-creation	2026-09-02	2026-09-02	**Status: BUILT 2026-09-02.** Minted the same day by the maintainer, from M-192's (a
230	49	context	at-creation	2026-09-02	2026-09-02	Bisected over the 105 first-parent commits between M-49's login-stack wiring and `main`,
230	49	context	at-creation	2026-09-02	2026-09-02	seven boots. The first red merge is **PR #556** (`a731b4ce`, M-49's boot terminal
230	216	context	at-creation	2026-09-02	2026-09-02	This is **not** the partial-line problem `crates/board_console` solved for M-216 (nothing in
230	216	context	at-creation	2026-09-02	2026-09-02	- **`crates/board_console`** (M-216, nothing in this tree can read a board, so every hardware
230	231	context	at-creation	2026-09-02	2026-09-02	- **Nothing counts init's capability slots.** *(Closed by M-231, nothing counts how many
230	177	context	at-creation	2026-09-02	2026-09-02	- **The two graphical legs remain red** behind M-177's (attaching a GPU and keyboard to the
230	233	context	at-creation	2026-09-02	2026-09-02	  through a passing run. *(Closed by M-233, `login` dies on every boot and the boot says it
231	230	context	at-creation	2026-09-02	2026-09-02	**Status: BUILT 2026-09-02.** Minted the same day by calef, from M-230's
231	49	context	at-creation	2026-09-02	2026-09-02	- **16 to 17**, M-49 (users and attribution). The symptom was that the first login against a
231	230	context	at-creation	2026-09-02	2026-09-02	- **17 to 24**, M-230, today. The symptom was that init trapped with no message and `main`
231	230	context	at-creation	2026-09-02	2026-09-02	M-230's account and is worth reading before this one is designed.
231	230	context	at-creation	2026-09-02	2026-09-02	M-230's four instrumented boots and one ordinary one.
231	230	context	at-creation	2026-09-02	2026-09-02	stale**: `kernel::cap::CAPABILITY_TABLE_PEAK_MEASURED` is 21, the number M-230 found by
231	230	context	at-creation	2026-09-02	2026-09-02	**21 of 24, on both architectures**, which is exactly the figure M-230 arrived at by hand.
231	233	context	at-creation	2026-09-02	2026-09-02	It also priced M-233 (`login` dies on every boot, and the boot says it is ready) before that
232	208	context	at-creation	2026-09-02	2026-09-02	   `image permissions` (M-208's W^X gate, added that day), `re-falsify the harnesses this
233	230	context	at-creation	2026-09-02	2026-09-02	**Status: BUILT 2026-09-02.** Minted the same day by the maintainer, from M-230's
233	232	context	at-creation	2026-09-02	2026-09-02	That makes this the sharpest member of a family this tree found four of in one day (M-232,
233	231	context	at-creation	2026-09-02	2026-09-02	## Why it is coupled to M-231
233	230	context	at-creation	2026-09-02	2026-09-02	M-230 measured and sized the table against**: 21 of 24, with three slots of deliberate
233	231	context	at-creation	2026-09-02	2026-09-02	So the fix and the accounting move together, and M-231 (nothing counts how many capability
233	230	context	at-creation	2026-09-02	2026-09-02	transcript (the same `KERNEL_WRITER_ANCHORS` M-230 introduced for the interleaving reader, so
233	230	context	at-creation	2026-09-02	2026-09-02	- **How long this was true is unknown.** Nobody bisected it, and unlike M-230's five days
233	232	context	at-creation	2026-09-02	2026-09-02	  passes every check in the tree, which is M-232's (audit every check against two questions)
234	54	context	at-creation	2026-09-02	2026-09-02	  which is M-54's (a network file service a Mac can mount) removal showing up as a line count
234	214	context	at-creation	2026-09-02	2026-09-02	produced three separate cases of this tree's instruments being wrong: M-214 (a test that
234	212	context	at-creation	2026-09-02	2026-09-02	prints "skipping" and returns is counted as passed) found 80 such sites, M-212
235	233	context	at-creation	2026-09-02	2026-09-02	Found by deliberate experiment rather than by accident: M-233's lane patched `worker` to trap
235	233	context	at-creation	2026-09-03	2026-09-02	  on purpose, which is a new program and therefore a name calef decides, and M-233's
235	233	context	at-creation	2026-09-03	2026-09-02	  calef's, and M-233's no-thread-killed assertion in `script/shell-check` has to learn to
236	234	context	at-creation	2026-09-03	2026-09-02	**Status: BUILT.** Minted 2026-09-02 by calef, from M-234's (the project's own numbers,
236	234	context	at-creation	2026-09-02	2026-09-02	- **The count may be higher than three.** Those are the three M-234's lane needed; nothing has
237	231	context	at-creation	2026-09-03	2026-09-03	    5788 (baseline)    64 (M-231)    136 (M-229)  =  5988
237	229	context	at-creation	2026-09-03	2026-09-03	    5788 (baseline)    64 (M-231)    136 (M-229)  =  5988
237	25	prerequisite	at-creation	2026-09-03	2026-09-03	own accounting: a user-level cycle read is what M-25 (cross-OS performance comparison) needs
237	168	context	at-creation	2026-09-03	2026-09-03	wants it. The kernel may read `PMCCNTR_EL0` at EL1 with no grant at all, and M-168 (a
237	231	context	at-creation	2026-09-03	2026-09-03	- The production fastpath returns to **5852**, keeping M-231's slot counter, which has a real
237	228	context	at-creation	2026-09-03	2026-09-03	**Deliberately not gated:** M-228 (the cycle counters are closed by assumption)'s write of
237	25	context	at-creation	2026-09-03	2026-09-03	in the "why that is not a win" list beside the seL4 calibration, which is where M-25
237	221	context	at-creation	2026-09-03	2026-09-03	beside the mechanism itself. It is M-221 (a soak that crosses cores)'s rule one instrument
237	221	context	at-creation	2026-09-03	2026-09-03	binary, so its numbers carry a caveat, which M-221 (the soak never crosses cores) already
237	231	context	at-creation	2026-09-03	2026-09-03	Building the kernel both ways attributed `finish_switch`'s share to M-231 instead; the
237	229	context	at-creation	2026-09-03	2026-09-03	M-231 took the aarch64 figure from 5788 to 5852, M-229 from 5852 to 5988. Both were
237	74	context	at-creation	2026-09-03	2026-09-03	- **This block does not price M-74's arrival.** Unchanged, and cheaper than it looked: the
237	231	context	at-creation	2026-09-03	2026-09-03	  deliberately leaves behind and the 64 bytes it is above 5788 are attributed above to M-231.
237	25	context	at-creation	2026-09-03	2026-09-03	  beside the seL4 calibration in `notes/benchmarks.md`, which is where M-25 keeps its
237	361	context	UNKNOWN	205	2026-09-03	- **M-361.** `design/roadmap/361-unattributed-fastpath-residuals.md`, attribute the riscv64
237	188	context	UNKNOWN	209	2026-09-03	  refuse. Only aarch64 was re-recorded here. That block is SUPERSEDED: M-188's phases 1 to 3
237	336	context	UNKNOWN	212	2026-09-03	- **M-336.** `design/roadmap/336-fastpath-footprint-against-main.md`, whether the fastpath
237	231	context	UNKNOWN	225	2026-09-03	the 56 the mint attributed here turned out to be M-231's
238	232	context	at-creation	2026-09-03	2026-09-03	**Status: BUILT 2026-09-03.** Minted the same day by calef, from M-232's (audit every check
238	85	context	at-creation	2026-09-03	2026-09-03	> No new milestone; M-85 already owns it and the weekly workflow already publishes the
238	232	context	at-creation	2026-09-03	2026-09-03	  takes this should decide with the same suspicion M-232 applied to everything else.
238	232	context	at-creation	2026-09-03	2026-09-03	- **Neither repair says anything about the other seven scheduled workflows**, which M-232
238	232	context	at-creation	2026-09-03	2026-09-03	whole design and the reason M-232 declined to build it: a cron that watches crons dies the
238	232	context	at-creation	2026-09-03	2026-09-03	  around the other seven scheduled workflows M-232 inventoried and did not run. Neither
239	241	context	at-creation	2026-09-03	2026-09-03	**The premise in that title is false and the title is kept anyway**, because M-241 (what a
239	218	prerequisite	at-creation	2026-09-03	2026-09-03	M-218's (every boot of the VisionFive 2 needs a human typing four commands into U-Boot)
239	220	prerequisite	at-creation	2026-09-03	2026-09-03	M-220's (a clock and reset controller, because the first real device needs one) territory
239	220	context	at-creation	2026-09-03	2026-09-03	| `hw entropy : FAILED: ... (tree says starfive,trng, status disabled): ... bring-up diagnostic 0x0000000000000000 ...` | The node was found and the register ...
239	159	context	at-creation	2026-09-03	2026-09-03	  authority M-159 already grants and no more.
239	218	context	UNKNOWN	208	2026-09-03	says `rng@1600c000`/`starfive,jh7110-trng`. `discover` now matches both spellings and carries the `status` it found. A route was taken 2026-09-03 and radon was ...
240	221	context	at-creation	2026-09-03	2026-09-03	**The explanation is almost certainly placement**, and M-221 (the soak never crosses cores,
240	219	context	at-creation	2026-09-03	2026-09-03	are placed across four cores at spawn, **and nothing rebalances**, which is M-219's (the boot
241	435	context	UNKNOWN	13	2026-09-03	why M-435's sweep leaves the token where it is and mints no `design/decisions/` section for
241	87	context	UNKNOWN	22	2026-09-03	`nife self-test: 5 of 5 passed` at 09:55 UTC on 2026-09-17, which turned M-87 `BUILT`
241	222	context	later	2026-09-05	2026-09-03	  been no accelerated coverage on the development machine since M-222. That is the strongest
241	195	context	at-creation	2026-09-03	2026-09-03	real speed) confinement half on hardware. **xenon has VT-d** and M-195 (finish the UEFI boot
241	239	context	at-creation	2026-09-03	2026-09-03	did anyone learn its device tree omits the TRNG (M-239, radon's device tree does not describe
241	227	context	at-creation	2026-09-03	2026-09-03	Until one fires, M-227 stays held and this block is the reason.
241	227	context	at-creation	2026-09-03	2026-09-03	**What it does not give**, and this is why M-227 (a GICv3 driver, because GICv2 boots and
241	243	context	at-creation	2026-09-03	2026-09-03	**And the blocker on using them is not a driver**, it is M-243 (a machine with no serial port
242	243	context	at-creation	2026-09-03	2026-09-03	  M-243 (a machine with no serial port has no way to say anything).
242	192	context	UNKNOWN	65	2026-09-03	`xhci` appears in one roadmap block as a word; M-192's option B is a large unbuilt
243	369	context	later	2026-09-19	2026-09-03	all three, while reading a *real* serial-less machine is M-369 (the fleet is not virtual)
243	369	context	later	2026-09-19	2026-09-03	  a photograph and a person. That is **M-369**, and it is blocked on USB mass storage.
243	157	context	later	2026-09-19	2026-09-03	  written for. The board half is M-157's U-Boot handoff and stays there. See the section
243	230	context	at-creation	2026-09-03	2026-09-03	- Kernel fault reports, which M-230 (`script/shell-check` is red on `main`, on both
243	216	context	at-creation	2026-09-03	2026-09-03	- **And every automated gate**: `script/board-console` (M-216), the soak's heartbeat, and
243	218	prerequisite	at-creation	2026-09-03	2026-09-03	  M-218's (every boot of the VisionFive 2 needs a human typing four commands into U-Boot)
243	87	context	at-creation	2026-09-03	2026-09-03	M-87 (the x86_64 bare-metal machine) picked a Dell with a C4PDJ serial module and a null
243	157	context	at-creation	2026-09-03	2026-09-03	**1. A human watching a machine boot.** Answered by the framebuffer chain: M-157 (the U-Boot
243	242	context	at-creation	2026-09-03	2026-09-03	framebuffer handoff), M-242 (USB host and HID) and M-177 (wire the graphical terminal
243	177	context	at-creation	2026-09-03	2026-09-03	framebuffer handoff), M-242 (USB host and HID) and M-177 (wire the graphical terminal
243	242	context	at-creation	2026-09-03	2026-09-03	**So the blocker on using those machines is this block and not M-242** (USB host and HID,
243	369	context	UNKNOWN	148	2026-09-03	  `design/roadmap/369-a-gate-that-can-read-a-machine-with-no-serial-port.md`.
243	177	context	UNKNOWN	149	2026-09-03	- **M-377.** One screendump decoder rather than two: M-177's graphical
243	377	context	UNKNOWN	152	2026-09-03	  `design/roadmap/377-one-screendump-decoder-not-two.md`.
243	511	context	later	2026-09-20	2026-09-03	- **M-511.** M-511 (the boards' screen comes from the firmware), `design/roadmap/511-the-boards-screen-under-uefi.md`. The boards' screen ...
243	441	context	later	2026-09-19	2026-09-03	  UEFI, which M-441 (the program that makes the stick) made reachable while this lane was
243	157	context	later	2026-09-19	2026-09-03	  already copies, which is the *same* node M-157 will read from U-Boot. That second one is
243	157	context	later	2026-09-19	2026-09-03	be written. On the VisionFive 2 the stage that could speak is U-Boot, which is M-157. Their
243	157	context	later	2026-09-19	2026-09-03	M-157's U-Boot aperture will pass it with nothing to remember.
243	400	context	later	2026-09-19	2026-09-03	**This edits the gate of M-400 (the shell on the firmware's screen), not this one's**, and
243	157	context	later	2026-09-19	2026-09-03	  by M-157.
243	230	context	at-creation	2026-09-03	2026-09-03	- **It does not cover the interleaving defect** M-230 found, where the kernel and the console
243	369	context	later	2026-09-19	2026-09-03	narrated further; a gate reading a real serial-less machine is M-369
244	238	context	at-creation	2026-09-03	2026-09-03	milestone wrong" clause fired. Minted 2026-09-03 by calef, from M-238's (the scheduled checks
244	96	context	at-creation	2026-09-03	2026-09-03	one, added to `script/lint` and `script/coverage` when M-96 created it and never to the
244	238	context	at-creation	2026-09-03	2026-09-03	**In brief.** `crates/system_initializer` is **2,632 lines with zero `#[test]`**, and M-238's
244	96	context	at-creation	2026-09-03	2026-09-03	M-96 exists because a fix landing in one init and not the other produced *a boot that reaches
