# The prose ratchet's baseline: milestone 586 (a prose ratchet in lint), for §212 (a prose budget)
# and §213 (writing standards).
# One row per document over at least one limit when it was written. `-` means that measure was
# within its limit, and so may not cross it. A number is a ceiling that may only go DOWN: lower it
# with `python3 helpers/prose_ratchet.py --bank`, which never raises and never adds. A row may be
# removed; a row may not be added and a number may not rise (script/lint compares against the
# merge base). A document that must exceed its row gets a marked exception, not an edit here.
# The one exception is a change of measurement: the `measure:` line below says which one wrote
# these rows, and a change that bumps it re-measures the rows it moved (`--remeasure`), once.
# Limits: words 3000, median sentence 20, longest sentence 40, bold 4 per 1,000 words (held as the
# two counts). Median and bold are not asked of documents under 200 words.
# measure: 2
path	words	median	longest	bold_lead	bold_inline
design/roadmap/83-rule-1-lint.md	-	-	41	3	0
design/roadmap/84-stack-high-water.md	-	-	43	4	0
design/roadmap/85-mutation-testing.md	-	20.5	71	4	1
design/roadmap/86-time-command.md	-	25	74	6	1
design/roadmap/87-x86-machine.md	3071	-	80	46	14
design/roadmap/88-rented-silicon.md	-	21	80	6	1
design/roadmap/89-scaleway-em-rv1.md	-	-	48	4	0
design/roadmap/90-secondary-stack-guard.md	-	-	54	3	0
design/roadmap/91-acronym-glossary.md	-	-	52	21	3
design/roadmap/92-security-audit-cadence.md	-	20.5	85	14	3
design/roadmap/93-doc-audit-cadence.md	-	24	61	10	3
design/roadmap/94-untracked-work.md	-	22	61	22	9
design/roadmap/95-unmap-primitive.md	-	31.5	81	4	4
design/roadmap/96-one-init.md	-	-	43	7	1
design/roadmap/97-citations-that-name.md	-	-	53	10	2
design/roadmap/98-scheduler-naming.md	-	-	68	11	10
design/roadmap/99-git-on-nife.md	-	22.5	51	9	6
design/tenets/README.md	-	-	64	-	-
design/tenets/codebase-rules.md	-	-	54	9	2
design/tenets/documentation-standard.md	-	-	45	5	1
design/tenets/elegance-over-convenience.md	-	-	44	6	2
design/tenets/git-in-a-worktree.md	-	-	45	4	6
design/tenets/lane-count.md	-	20.5	60	12	10
design/tenets/measure-first.md	-	-	44	6	6
design/tenets/mechanisms-not-memory.md	-	-	60	10	5
design/tenets/project-history.md	-	-	49	1	2
design/tenets/reversibility.md	-	-	45	10	5
design/tenets/roles-and-the-queue.md	-	-	69	13	13
design/tenets/routing-work-and-decisions.md	-	-	84	10	9
design/tenets/shared-state.md	-	-	-	5	5
design/tenets/three-principles.md	-	-	56	13	11
design/tenets/working-with-calef.md	-	-	41	18	1
design/what-a-distribution-packages.md	-	-	-	8	11
design/why-now.md	-	-	46	16	12
notes/aarch64-board-survey.md	-	-	63	25	12
notes/aarch64.md	-	-	-	14	10
notes/abi.md	3320	-	61	21	22
notes/adding-a-program.md	3218	-	82	34	10
notes/address-space-identifiers.md	-	21	44	6	2
notes/arch-audit.md	4187	-	57	39	22
notes/architecture-list-sweep.md	6209	-	59	59	21
notes/automation-identity.md	3055	-	83	35	40
notes/bench-runbook.md	-	-	65	23	11
notes/benchmarks/read-path-block-contract-and-metadata-cache.md	-	-	41	-	-
notes/bibliography.md	-	-	-	4	1
notes/block-devices.md	-	-	65	13	12
notes/blocked-thread-teardown.md	8049	-	50	81	31
notes/board-console.md	6749	-	70	50	22
notes/boot-ladder.md	-	-	74	9	7
notes/boot-protocol.md	-	-	42	6	7
notes/boot-slots.md	-	22.5	56	11	13
notes/boot-stick.md	3052	-	52	20	9
notes/c-seam.md	3252	-	43	30	22
notes/calendar.md	-	-	76	15	6
notes/capabilities.md	3644	-	56	23	56
notes/capability-lifecycle.md	-	-	64	8	19
notes/cfi-unwind.md	3398	25	59	17	21
notes/check-inventory.md	4066	-	81	23	12
notes/ci-log-baseline.md	-	30	86	19	9
notes/citations.md	6258	-	69	52	28
notes/clock.md	-	21	50	10	14
notes/collections.md	-	-	-	15	16
notes/component-manifest.md	-	-	70	30	15
notes/compositor.md	4372	-	65	33	28
notes/confinement-claims.md	9058	-	73	61	38
notes/corrections.md	-	-	54	6	0
notes/corrections/2026-09-23-the-sweep-that-swept-nothing.md	3155	-	61	27	6
notes/counted-claims.md	3674	-	53	37	18
notes/cpu-models.md	-	-	58	22	14
notes/crates-io-on-nife.md	6820	-	55	56	33
notes/credentials.md	3758	-	55	33	27
notes/cryptography-provider.md	4532	-	50	44	29
notes/date.md	-	-	57	13	8
notes/deadlock.md	-	-	-	15	12
notes/delegation.md	-	-	-	7	2
notes/dependency-census.md	-	-	-	9	7
notes/dependency-orchestration.md	-	-	90	9	4
notes/device-tree.md	-	-	45	10	5
notes/dir-capability.md	4759	-	64	28	29
notes/dma.md	4525	-	66	18	17
notes/doc-coverage.md	-	-	64	11	5
notes/documentation-audit.md	-	-	73	29	16
notes/documentation.md	5264	-	60	37	25
notes/effort-levels.md	-	-	50	13	1
notes/elf.md	3085	-	62	29	36
notes/empty-selectors.md	-	-	-	6	0
notes/entropy.md	-	21	68	18	10
notes/env-config.md	-	25	64	10	2
notes/exceptions.md	-	-	54	20	24
notes/falsification.md	7205	-	53	57	35
notes/follow-on-work.md	3264	-	60	42	18
notes/footprint-perturbation.md	8126	-	72	74	27
notes/framebuffer-contract.md	4562	-	71	29	38
notes/frames.md	7817	21	82	53	34
notes/fs-server.md	10358	21	85	78	54
notes/fuzzing.md	4249	-	56	50	14
notes/generational-names.md	-	-	41	7	0
notes/glob-grant.md	5161	-	116	35	38
notes/glob.md	3290	-	44	22	17
notes/globally-unique-identifier-partition-table.md	3194	-	63	16	20
notes/glyphs.md	8390	-	87	81	43
notes/grant-expression.md	5698	-	65	27	35
notes/harts-and-pes.md	-	-	53	2	4
notes/heap.md	-	-	49	13	19
notes/higher-half.md	-	-	-	3	12
notes/host-recovery.md	3871	-	59	33	17
notes/how-this-is-built.md	-	-	65	16	12
notes/hung-component.md	4635	-	72	51	29
notes/hvf-leg.md	3584	23	81	21	12
notes/incremental-path.md	3541	-	54	27	25
notes/installing.md	-	22	50	10	7
notes/instruction-clock.md	4079	-	68	23	20
notes/interleaving.md	5642	-	79	31	14
notes/interrupts.md	6297	-	68	42	47
notes/intrusive-queues.md	-	-	54	6	4
notes/iommu.md	-	-	56	5	3
notes/ipc-naming.md	-	-	64	12	18
notes/ipc-tables-lock-inventory.md	-	-	62	3	4
notes/isa-discovery.md	3450	-	47	22	17
notes/jh7110-clock-and-reset.md	-	-	58	16	13
notes/job-mix.md	5500	-	66	46	31
notes/kernel-budget.md	-	-	53	1	4
notes/kernel-proofs.md	3577	-	69	36	17
notes/l4-lessons.md	-	-	52	7	10
notes/line-discipline.md	-	21.5	68	2	5
notes/linker-scripts.md	-	-	41	1	10
notes/live-replacement.md	-	-	64	18	21
notes/llvm.md	-	-	-	7	7
notes/locking.md	-	-	-	10	18
notes/login.md	-	23	57	1	3
notes/main-is-red.md	-	-	55	19	3
notes/mascot.md	-	-	56	3	8
notes/mdns.md	3583	-	137	44	24
notes/memory-ordering.md	3711	-	58	31	8
notes/memory-regions.md	-	-	43	1	8
notes/merge-queue.md	9987	-	67	106	37
notes/mmu.md	-	-	-	4	13
notes/model-attribution-review.md	5067	-	90	44	11
notes/model-comparison/protocol.md	-	-	64	11	5
notes/multicore-defect-curve.md	-	-	69	12	5
notes/mutation-census.md	-	-	48	17	5
notes/net.md	11327	-	67	87	82
notes/nifefs.md	-	-	52	11	6
notes/no-std.md	-	-	-	5	5
notes/non-volatile-memory-express.md	-	22	101	25	15
notes/ntlm.md	-	-	47	28	20
notes/ntp.md	4702	-	87	33	25
notes/object-revocation.md	3181	-	59	13	17
notes/open-model-lanes.md	-	-	44	20	16
notes/packages.md	-	-	59	19	6
notes/page-tables.md	-	-	-	6	21
notes/pcie-transport-scope.md	-	-	57	15	9
notes/pcie.md	-	24	57	10	13
notes/physical-memory.md	-	-	-	9	11
notes/pipes.md	12846	-	74	82	85
notes/pmu.md	-	-	43	6	11
notes/portability.md	-	-	49	23	16
notes/prior-art.md	-	-	54	17	6
notes/process-view.md	7541	21	61	61	44
notes/progenitor-and-loading.md	3461	-	55	11	24
notes/program-manifest.md	-	20.5	56	6	9
notes/project-metrics.md	-	-	53	30	12
notes/project-metrics/ledger.md	-	-	54	15	6
notes/proof-retrospective.md	5945	-	53	41	29
notes/qemu.md	-	-	71	12	18
notes/quotas.md	-	-	43	1	8
notes/reading-assembly.md	-	-	-	10	4
notes/redleaf.md	5973	-	49	60	43
notes/redoxfs-audit.md	-	-	43	5	5
notes/registers.md	-	-	-	8	7
notes/rented-metal.md	6330	-	53	74	48
notes/repo-hardening.md	-	-	63	22	14
notes/ripgrep-on-nife.md	-	-	48	21	17
notes/riscv-arch-tests.md	3232	-	55	18	9
notes/riscv-cycle-counters.md	-	-	50	21	14
notes/riscv-parity-scope.md	6389	-	93	48	39
notes/riscv-port.md	4797	-	68	45	41
notes/riscv-summit-2026.md	-	-	55	32	21
notes/riscv-tlb-shootdown.md	-	-	57	14	8
notes/rm.md	-	-	46	10	13
notes/roadmap.md	5595	-	99	52	27
notes/rule-violations.md	-	-	67	11	5
notes/scheduled-execution.md	3758	-	65	22	19
notes/scheduler.md	6567	-	84	43	38
notes/scripts.md	11748	21	73	-	-
notes/security.md	-	-	53	18	8
notes/semihosting.md	-	-	49	9	8
notes/serial-less-output.md	4352	-	67	44	16
notes/session-handoff.md	-	-	71	18	14
notes/shared-page-audit.md	6457	-	63	77	30
notes/shell-navigation.md	-	-	72	22	21
notes/shell.md	-	-	47	11	6
notes/sink-protocol.md	3190	-	61	22	21
notes/smb.md	10296	-	79	115	56
notes/soak.md	13091	-	82	138	68
notes/stack-high-water.md	6220	21	71	44	33
notes/stack.md	11036	-	76	88	79
notes/std.md	12049	22	98	114	53
notes/supervision.md	-	-	58	20	14
notes/swish-language.md	3147	-	49	21	19
notes/tail-output-narrowing.md	-	-	74	27	6
notes/target-hardware.md	3032	-	58	33	27
notes/tcb.md	-	21	52	3	1
notes/teardown.md	-	-	-	7	3
notes/terminal-contract.md	-	-	77	20	11
notes/thread-spawn-fork.md	-	23	78	14	8
notes/threads.md	-	-	50	10	21
notes/time-command.md	-	-	50	13	15
notes/timed-wait.md	3838	-	59	36	19
notes/timer-capability.md	5646	-	68	68	28
notes/touch.md	-	26	81	7	5
notes/trusted-base.md	3038	-	55	33	15
notes/trusted-init.md	6079	-	64	53	29
notes/tsc-under-tcg.md	-	-	71	31	18
notes/uart.md	-	-	-	14	9
notes/undefined-behavior.md	-	-	61	9	8
notes/unsafe-obligations.md	10268	-	201	51	61
notes/untracked-work-sweep.md	-	21.5	48	8	6
notes/untrusted-input-audit.md	-	-	57	31	8
notes/user-proofs.md	3261	-	69	30	17
notes/userspace-drivers.md	-	-	-	3	15
notes/userspace.md	-	-	-	14	42
notes/verification.md	9927	-	73	49	34
notes/verus.md	5479	-	72	46	32
notes/virtio.md	-	-	41	12	12
notes/virtualization.md	-	-	52	1	10
notes/visionfive2.md	12818	23	122	92	55
notes/what-a-session-carries.md	-	-	43	11	11
notes/why-not-general-purpose.md	-	-	-	18	3
notes/x86-port.md	14147	22	102	86	90
notes/x86-tlb-shootdown.md	-	-	92	9	8
notes/x86-uefi-boot.md	8075	-	70	86	61
notes/xattr.md	3164	-	56	13	26
notes/xenon-firmware.md	3767	-	53	93	91
